pmid	title	abstract	journal	year	pmc	eligible
41810643	Exploring the causal impact of mitochondrial dysfunction on epilepsy: a mendelian randomization study.	Mitochondrial dysfunction contributes critically to epileptogenesis. Therefore, identifying key mitochondrial function-associated genes in epilepsy may provide novel insights into its pathogenesis. We employed expression quantitative trait loci (eQTLs) and Mendelian randomization analyses to assess mitochondrial-epilepsy causality, with leave-one-out validation confirming the reliability and direc	Brazilian journal of medical and biological research = Revista brasileira de pesquisas medicas e biologicas	2026	PMC12971012	True
41822323	Multi-Omics and Single-Cell Mendelian Randomization Reveal a Potential Role of VNN2 in Lung Adenocarcinoma in Resting Natural Killer Cells.	We aimed to evaluate the potential association between genetically predicted vanin-2 (VNN2) expression and lung adenocarcinoma (LUAD) risk, and to explore the immune cell subtype that may underlie this relationship. We integrated whole-blood expression quantitative trait loci (eQTL) data from eQTLGen, plasma protein quantitative trait loci (pQTL) data from deCODE, and LUAD genome-wide association 	World journal of oncology	2026	PMC12978397	True
41824808	Erythropoietin drug targets and cancer risk: A two-sample Mendelian randomization study.	Erythropoiesis-stimulating agents (ESAs) are widely used to treat anemia, but their on-target effects on tumor risk via erythropoietin (EPO)/erythropoietin receptor (EPOR) signaling remain debated. This study aims to evaluate the potential causal relationship between EPO signaling and the risk of 14 site-specific cancers using a drug-target Mendelian randomization (MR) approach. We proxied EPO sig	Medicine	2026	PMC12991644	True
41828452	Single-Cell cis-Mendelian Randomization Reveals Cell-Specific Genetic Mechanisms Underlying Atopic Dermatitis.	Atopic dermatitis (AD) is a chronic inflammatory skin disease with a complex and highly polygenic genetic architecture, in which immune-mediated mechanisms play a central role. Here, we integrated single-cell cis-expression quantitative trait loci from 14 immune cell types with AD GWAS summary statistics using a two-sample Mendelian Randomization (MR) framework to resolve cell-specific genetically	International journal of molecular sciences	2026	PMC12985171	True
41832569	Multi-omics Mendelian randomization prioritizes BMP6 as a candidate therapeutic target in intervertebral disc degeneration.	Intervertebral disc degeneration (IVDD) is a prevalent condition causing substantial pain, muscle weakness, and functional impairment; however, the efficacy of current treatments remains limited. Therefore, candidate therapeutic targets must urgently be prioritized to guide future mechanistic and translational research. This study aims to identify genetic factors associated with IVDD and explore t	Journal of orthopaedic surgery and research	2026	PMC13101377	True
41836872	Integrated bioinformatics and mendelian randomization reveal a six-gene diagnostic signature and key role of CYP26B1 in sarcopenia.	The pathogenesis of sarcopenia involves complex molecular mechanisms, and treatment remains challenging, with a lack of reliable diagnostic biomarkers. The objective of this study is to identify biomarkers that may be linked to sarcopenia, examine how these biomarkers correlate with immune cell infiltration, and investigate the genes that exhibit a causal relationship with sarcopenia. Four transcr	Frontiers in molecular biosciences	2026	PMC12979158	True
41837832	Mendelian Randomization Identified SLC2A9 as a Novel cis-eQTL-Mediated Susceptibility Gene in Suppressing Renal Cancer and Its Related Metabolic Mechanisms.	Mendelian randomization (MR) analysis has currently been widely used in combination with expression quantitative trait loci (eQTLs) or cis-eQTLs for identifying novel drug targets in various diseases. Hence in this article, we first integrated MR analysis with eQTLs and cis-eQTLs to reveal the causal effects among SLC2A9 and renal cancer (RC), along with its related metabolic mechanisms. Related g	Mediators of inflammation	2026	PMC13140309	True
41845457	Targeting the PINK1/Parkin-FNDC5 pathway: a novel mechanism of icariin in regulating muscle-bone metabolic coupling in osteosarcopenia.	BACKGROUND: Osteosarcopenia (OS) significantly elevates fracture risk in the elderly due to concurrent skeletal and muscular metabolic decline. Mitochondrial autophagy dysregulation is a significant mechanism driving myoskeletal metabolic imbalance, and myofibroblast-derived factor 5 (FNDC5)/irisin is a crucial mediator in the myoskeletal dialogue. It is unclear if the medicinal ingredient icariin	Journal of translational medicine	2026	PMC12998140	True
41855073	PCSK9 Inhibitors and Bipolar Disorder: A Drug Target Mendelian Randomization Study.	Bipolar disorder (BD) patients remain symptomatic. As lipid-lowering drug targets have been linked to BD risk, we used Mendelian randomization (MR) to assess their therapeutic potential. We conducted MR analyses utilizing genetic variants associated with lipid traits and variants in genes encoding the protein targets of various classes of lipid-lowering drugs. The specific drug classes investigate	Clinical neuropharmacology	2026	PMC13166066	False
41861662	The brain imaging feature-related gene NRP2 drives the malignant progression of glioblastoma through the FAK pathway: a Mendelian randomization study.	Glioblastoma (GBM) is an aggressive primary brain tumor with poor prognosis. Although brain imaging features are related to biological behaviors of GBM, the causal relationship between them remain unclear. To explore the causal relationship between brain imaging features and GBM, identify key pathogenic genes, and provide a perspective for GBM therapy. Two-sample MR analysis was employed. Causal r	Translational oncology	2026	PMC13018971	False
41863696	Public Transcriptomic Data Mining for SCLC: From Candidate Ma rkers to Therapeutic Exploration.	Lung cancer, especially small-cell lung cancer (SCLC), is a widespread and deadly disease often detected at advanced stages, resulting in low five-year survival rates. This study aims to identify new genetic targets to enhance understanding of the genetic drivers of SCLC progression. Data from 215 samples (82 normal, 133 tumor) across four datasets were retrieved from the GEO database. Using R sof	Clinical &amp; translational oncology : official publication of the Federation of Spanish Oncology Societies and of the National Cancer Institute of Mexico	2026		True
41884417	Identification of Potential Therapeutic Targets for Xihuang Pill in Breast Cancer: A Mendelian Randomization and Experimental Study.	Breast cancer remains a major threat to women's health worldwide, with drug resistance posing a significant challenge to treatment efficacy. Xihuang Pill (XHP), a traditional Chinese medicine formula, has demonstrated anti-tumor potential in breast cancer. However, its complex composition makes elucidating its precise molecular mechanisms difficult. This study aimed to identify key targets and mec	Breast cancer (Dove Medical Press)	2026	PMC13012330	True
41890150	Multi-Omics Bioinformatic Analyses Linking LOXL4 with Spondylolisthesis.	Spondylolisthesis is a spinal disorder characterized by abnormal vertebral displacement, primarily affecting the lumbar region. Understanding the genetic factors underlying its progression is critical. This study aimed to identify key genes influencing spondylolisthesis progression. The summary-data-based Mendelian randomization (SMR) analysis was conducted to evaluate gene expression quantitative	Orthopedic research and reviews	2026	PMC13016404	True
41890708	CCS-mediated mechanistic link between gestational diabetes mellitus and carpal tunnel syndrome: a multi-omics MR framework.	Carpal tunnel syndrome (CTS) is a common condition in pregnancy, yet reliable tools for identifying women at high risk-particularly those with gestational diabetes mellitus (GDM)-remain lacking. Although GDM shares metabolic features with type 2 diabetes, a recognised CTS risk factor, whether GDM itself causally increases CTS risk and through which molecular pathways has not been established. We u	Frontiers in immunology	2026	PMC13012997	False
41908841	Antihypertensive Drug Target Genes and Epithelial Ovarian Cancer Risk: A Two-Sample Mendelian Randomization Study.	Findings on the relationship between the use of antihypertensive drugs and the risk of epithelial ovarian cancer (EOC) have been inconsistent. We performed a two-sample Mendelian randomization (MR) using gene expression of target genes as genetic proxies for antihypertensive drug action to interrogate this. Genetic instruments for expression of antihypertensive medication target genes were identif	International journal of women's health	2026	PMC13024411	True
41913250	Identification of DHX58 as a potential therapeutic target for ovarian cancer through multi-omics Mendelian randomization and transcriptomic data analysis.	BACKGROUND: Ovarian cancer (OC), a prevalent malignancy of the female reproductive system, is significantly impacted by drug resistance, which reduces treatment efficacy and worsens patient survival. Therefore, identifying broader therapeutic targets is crucial for improving treatment outcomes in OC patients. METHODS: The research project utilized Mendelian randomization (MR) analysis and summary 	Journal of ovarian research	2026	PMC13154425	True
41915616	Gut Microbiome, Immune Cells, and Heart Failure: A Multi-Omics Mendelian Randomization Study.	The global burden of heart failure is escalating, marked by persistently rising prevalence, incidence, and mortality. The emerging hypothesis that the gut microbiome, as a modifiable factor, influences HF pathogenesis through immune modulation. To examine the causal relationship, we conducted two-sample Mendelian randomization (MR) analyses using summary genetic data, which was obtained from genom	Cardiology	2026		False
41930249	Multi-omics integration identifies PGAP3 as a tumor-intrinsic factor associated with CD8+ T-cell exclusion in prostate cancer.	"Prostate cancer (PCa) is prototypically immunologically ""cold"", characterized by low tumor mutational burden, sparse CD8+ T-cell infiltration, and resistance to immune checkpoint blockade. The tumor cell-intrinsic programs driving immune evasion in this context remain incompletely defined. We integrated transcriptome-wide Mendelian randomization of PCa GWAS and eQTL data with multi-cohort bulk and"	Frontiers in molecular biosciences	2026	PMC13038432	False
41930463	Identification of STMN1 as a lactylation&#x2011;related driver of lung cancer progression using Mendelian randomization.	Lung cancer is an aggressive malignancy associated with a rapid progression and poor prognosis, for which immunotherapy only exhibits modest efficacy in most patients. In lung cancer, high lactate is associated with a low immunotherapy response and shortened survival; however, causal lactylation&#x2011;related genes remain to be elucidated. In the present study, candidate genes were screened using	Molecular medicine reports	2026	PMC13051255	True
41930642	Systematic Identification and Characterization of Causal Risk Genes Implicated in Colorectal Cancer by Integrating GWAS, eQTL, and mQTL Data.	Knowledge of the mechanisms through which common single-nucleotide polymorphisms (SNPs) modulate colorectal cancer (CRC) susceptibility is central to elucidating the molecular basis of this disease. Genome-wide association studies (GWAS) reveal noncoding SNPs influencing CRC susceptibility, yet their functional mechanisms, particularly through gene expression dysregulation, DNA methylation alterat	Current drug targets	2026		False
41937214	Integrating single-cell transcriptomics and epigenetics in a multi-omics MR framework identifies PARK7 as a causal gene in streptococcal septicemia.	BACKGROUND: Streptococcal septicemia is associated with high mortality and morbidity, yet the underlying epigenetic mechanisms, particularly those involving mitochondrial genes, remain poorly understood. This study employed a multi-omics Mendelian randomization (MR) framework to investigate the causal role of mitochondrial gene regulation in streptococcal septicemia, with an emphasis on epigenetic	Epigenetics &amp; chromatin	2026	PMC13200442	False
41961674	Evaluating the causal role of LEPR signaling in 16 cancers: A drug-target Mendelian randomization study.	The leptin receptor (LEPR) serves as a central regulator of energy balance and metabolic homeostasis, with growing interest in its pleiotropic roles in cancer. However, existing evidence on its oncogenic function remains ambiguous, with studies reporting both tumor-promoting and tumor-suppressive effects across different contexts. This duality complicates the interpretation of LEPR's precise role 	Medicine	2026		False
41991682	Cell-type-specific causal effects of CEBPD in CD8&#x2009;+&#x2009;S100B&#x2009;+&#x2009;Tcells and ZFP36 in monocytes modulate the protective and risk phenotypes in psoriasis.	Psoriasis is a chronic immune-mediated inflammatory skin disease characterized by dysregulated keratinocyte proliferation, immune cell infiltration, and systemic comorbidities. Despite the identification of numerous genetic susceptibility loci for psoriasis through genome-wide association studies (GWAS), their functional roles and underlying causal contributions to psoriasis pathogenesis remain la	Mammalian genome : official journal of the International Mammalian Genome Society	2026		False
41992590	Genetic Association of Sexual Behavior, Sildenafil, and Hormonal Contraceptives With Mental Disorders.	The observational research indicates that risky sexual activities contribute to the development of mental disorders. However, the potential causal effects of sexual behaviors, sildenafil use, and hormonal contraceptive use on mental disorders remain unclear. We applied two-sample Mendelian randomization (univariable and multivariable MR) to assess the effects of age at first sex (AFS) and number o	CNS neuroscience &amp; therapeutics	2026	PMC13087095	True
41995537	Causal evidence linking injury-associated DNA methylation to the risk of developing depression or post-traumatic stress disorder.	Depression and post-traumatic stress disorder (PTSD) are common psychiatric disorders following physical trauma. However, genetic evidence between these disorders is lacking. DNA methylation (DNAm) is implicated in the response to traumatic events and has been proposed as a promising therapeutic target. This study aimed to investigate the causal evidence of injury-associated DNAm and the subsequen	Medicine	2026	PMC13095310	True
41995544	Identification of allergic rhinitis-related genes and mediating immune cells based on cis-eQTL: A Mendelian randomization study.	In this study, we aimed to identify genes causally associated with allergic rhinitis (AR) by extracting cis-expression quantitative trait loci (cis-eQTL) as instrumental variables using the Mendelian randomization (MR) method, and further explore the role mechanisms of gene-related immune cells in AR. All genome-wide association study (GWAS) and eQTL data were from public databases. Genes causally	Medicine	2026	PMC13095335	True
42000855	Causal inference of glucocorticoid signaling in non-small cell lung cancer: integrating Mendelian randomization, single-cell transcriptomics, and imaging data.	Glucocorticoid-related genes (GRGs) may facilitate tumor immune escape via tumor microenvironment (TME) modulation, but their causal association with non-small cell lung cancer (NSCLC) remains unclear. Herein, we performed Mendelian randomization analysis based on cis-eQTL data from GTEx and eQTLGen databases, combined with SMR and Bayesian colocalization analyses, to identify GRGs with significan	NPJ precision oncology	2026	PMC13233825	False
42004723	Identification of colorectal cancer immune biomarkers via eQTL mapping: a Mendelian randomization and transcriptomic analysis study.	Colorectal cancer (CRC) remains a leading cause of cancer-related mortality worldwide. The identification of effective molecular targets is crucial for advancing precision medicine and prognostic strategies. This study aims to uncover key CRC biomarkers through integrative bioinformatics analyses, providing mechanistic insights for therapeutic development. We analyzed three CRC datasets from the G	PeerJ	2026	PMC13089222	True
42018362	Causal Associations Between Immune Cell-Specific Gene Expression and Major Depressive Disorder: A Single-Cell Transcriptome-Wide Mendelian Randomization Study.	Major depressive disorder (MDD) is a prevalent psychiatric disorder, and its pathophysiology is related to immune dysregulation. The use of genetic evidence to identify molecular targets of specific immune cell types will provide new directions for the development of precision immunotherapy. We integrated single-cell cis-eQTL data for 14 immune cell subtypes from the OneK1K cohort with MDD GWAS su	FASEB journal : official publication of the Federation of American Societies for Experimental Biology	2026		False
42020718	Cell-type-specific genetic architecture reveals neuronal and immune contributions to neuropsychiatric disorders.	Neuropsychiatric disorders exhibit complex polygenic architectures, yet the cell-type-specific mechanisms underlying most risk loci remain unclear. Here, we integrate single-cell expression quantitative trait locus (sc-eQTL) data from brain and blood tissues with genome-wide association studies (GWAS) of six neuropsychiatric disorders (schizophrenia (SCZ), Parkinson's disease (PD), bipolar disorde	Molecular psychiatry	2026		True
42021999	Identification of novel therapeutic targets for liver fibrosis, cirrhosis, and hepatocellular carcinoma via dual-omics analysis and preliminary exploration of regulatory mechanisms.	Liver fibrosis (LF), cirrhosis, and hepatocellular carcinoma (HCC) are strongly correlated and impose a heavy burden on the global healthcare system. Currently, there are no effective treatments, and thus we performed dual-omics analysis to identify new targets and regulatory mechanisms. A two-sample Mendelian randomization (MR), with cis-expression quantitative trait locus (cis-eQTL) as the genom	Clinical and experimental hepatology	2025	PMC13097301	True
42022794	Single-Cell Sequencing and Mendelian Randomization Reveal T Cell Nuclear Factor Genes in Hepatocellular Carcinoma Progression.	This study integrates single-cell RNA sequencing with Mendelian randomization to elucidate the role of nuclear factor of activated T cells (NFAT)-related genes in the progression of hepatocellular carcinoma (HCC). The GSE162616 dataset was analyzed to identify differentially expressed cells and NFAT-related genes through quality control, clustering, and z-score algorithms. Mendelian randomization 	Human mutation	2026	PMC13096692	True
42032731	A new insight of hypertrophic cardiomyopathy: integrated analysis of differentially expressed genes, expression quantitative trait loci, and mendelian randomization.	BACKGROUND: Hypertrophic cardiomyopathy (HCM) has a genetic basis, with pathogenic variants identified in the majority of familial cases and unclear mechanism. This study aimed to identify the genetic contributors underlying HCM pathogenesis and to identify novel genetic targets of HCM via integrated analysis of microarray datasets. METHODS: Three independent HCM datasets were used for comprehensi	Journal of cardiothoracic surgery	2026	PMC13262309	False
42032825	Identification of PSMA4 as a Therapeutic Target for Atherosclerosis: A Comprehensive Multiomics Mendelian Randomization Analysis.	Atherosclerosis (AS) is a leading cause of cardiovascular disease, and current treatments often fail to induce plaque regression. This study aims to identify novel, genetically supported therapeutic targets for AS to enable more effective drug development. We employed an integrative multiomics framework, primarily using summary-data-based Mendelian randomization (SMR) to assess causal relationship	Annals of human genetics	2026		True
42033474	Mapping the Neurovascular Unit Genetic Architecture of Early-Onset Ischemic Stroke: A Single-Cell Causal Framework for Target Discovery and Therapeutic Translation.	BACKGROUND: The global incidence of early-onset ischemic stroke (EOS) is rising, with younger patients showing marked heterogeneity and lacking traditional risk factors, underscoring the role of undiscovered genetic determinants. The neurovascular unit (NVU) is central to cerebral homeostasis, yet whether its functional alterations contribute to ischemic stroke susceptibility remains unclear. Defi	Cellular and molecular neurobiology	2026	PMC13247016	True
42038475	Multi-omics analysis reveals key genes associated with clear cell renal cell carcinoma.	The most common type of kidney cancer is ccRCC (Clear Cell Renal Cell Carcinoma). Existing research has shown that when kidney cancer progresses from T2 to T3 or T4 stage, the treatment options and prognosis significantly differ. The aim of this study is to identify prognosis-related genes in ccRCC using single-cell data and Mendelian randomization analysis. Single-cell RNA sequencing (scRNA-seq) 	PeerJ	2026	PMC13108463	True
42051535	Deciphering the peripheral immune landscape of Alzheimer's disease through integrated multi-omics research and cohort validation.	This study investigated molecular drivers of AD-associated peripheral immune dysregulation to identify pathogenic genes and therapeutic targets for precision diagnosis and intervention. A large-scale GWAS meta-analysis (n = 894,710) was performed, followed by two-sample Mendelian randomization (MR) using multi-tissue cis-eQTL data to identify putative causal genes. Immune response differential gen	Frontiers in immunology	2026	PMC13111265	False
42052171	Multi-omics evidence reveals a causal role of endoplasmic reticulum stress in cancer development.	Endoplasmic reticulum stress (ERS) plays a crucial role in the pathogenesis of various diseases, but its causal involvement and therapeutic potential in cancer remain unclear. In this study, we integrated genome-wide association study (GWAS) data from 18 common cancers with quantitative trait loci (cis-eQTL, cis-mQTL, and cis-pQTL) to explore the causal effects of ERS-related genes on cancer. A to	PeerJ	2026	PMC13116417	False
42052492	Histone chaperone-based stratification combined with two-sample Mendelian randomization identifies ADORA2B and SAPCD2 as prognostic biomarkers in esophageal cancer.	Esophageal cancer (EC) lacks robust biomarkers to guide prognosis and therapy. Histone chaperone-related genes (HCRGs) shape chromatin states, but their roles in EC remain unclear. We integrated histone chaperone-based transcriptomic stratification with two-sample Mendelian randomization (MR) to identify genes with genetic evidence consistent with EC susceptibility and clinical relevance. RNA-seq 	Frontiers in oncology	2026	PMC13111002	False
42059218	Integrative eQTL and Mendelian Randomization Analyses with Experimental Validation Prioritize Genetic Candidate Biomarkers for Crohn's Disease.	Crohn's disease (CD) is a chronic, idiopathic inflammatory bowel disease. Understanding the genetic and immunological basis of CD can lead to better therapeutic strategies. We employed publicly available datasets from the Gene Expression Omnibus (GEO) database to identify instrumental variables through expression quantitative trait loci (eQTL) analysis and conducted two-sample Mendelian randomizat	Endocrine, metabolic &amp; immune disorders drug targets	2026		True
42067089	Identifying THBS3 as a potentially viable therapeutic target for gastric cancer: Intergration of Mendelian randomization and cell experiments validation study.	Although targeted therapy significantly improves the prognosis of gastric cancer patients, the availability of cancer targeted drugs in clinical practice is still limited. In order to identify potential therapeutic targets for gastric cancer, Mendelian randomization (MR) analysis based on aggregated data was conducted. Specifically, cis eQTL data were obtained from the whole blood and gastric coho	International journal of biological macromolecules	2026		False
42068367	Dissecting Immune Mechanisms Underlying Sarcopenia Using Multi-omics Approaches.	Sarcopenia is an age-related muscle disease, and its gene regulation in immune cells is not well understood. Using immune cell-specific single-cell expression quantitative trait loci (sc-eQTLs), genome-wide association studies (GWAS), and multi-omics data, we systematically explored their potential causal roles in sarcopenia. We integrated sc-eQTL and cis-eQTL data from whole blood and skeletal mu	Calcified tissue international	2026		True
42088503	Caffeine-mediated CD39+ Treg activation via the CD39-adenosine receptor pathway is a novel risk factor for pulmonary tuberculosis.	The global impact of pulmonary tuberculosis (PTB) is compounded by a limited understanding of modifiable risk factors. While caffeine is the most consumed psychoactive substance, its causal relationship with PTB and the underlying immunological mechanisms remain unknown. A three-tiered approach was used: 1) two-sample Mendelian randomization (TSMR) was used to analyze 486 metabolites and 731 immun	Frontiers in immunology	2026	PMC13135997	False
42089751	From early-onset asthma to chronic obstructive pulmonary disease: potential mediating proteins and therapeutic targets.	Early-onset asthma (EOA) significantly increases the risk of chronic obstructive pulmonary disease (COPD), yet the causal mechanisms and molecular mediators underlying this progression remain poorly understood. Multi-omics integration provides a powerful framework for prioritizing potential mediating proteins and disease-specific therapeutic candidates. This study integrated large-scale genetic an	Briefings in bioinformatics	2026	PMC13147455	True
42096094	Multivariable genome-wide analysis elucidates the shared genetic architecture, immunosenescence features, and gut-origin therapeutic targets of ulcerative colitis-associated multisystem inflammation.	Over 25% of patients with ulcerative colitis (UC) develop extraintestinal manifestations (EIMs), resulting in significant systemic morbidity. We define the shared genetic foundation of these manifestations as the UC-associated Multisystem Inflammatory Genetic Architecture (UC-MIGA). This study aims to identify shared genomic drivers and actionable immunosenescence therapeutic targets across the UC	Inflammation research : official journal of the European Histamine Research Society ... [et al.]	2026	PMC13152973	False
42097097	Single-cell and spatial transcriptomic profiling of POU5F1 in Lung Adenocarcinoma: Dynamics, spatial niche, and prognosis via multi-algorithm ML.	POU5F1 (OCT4), a core regulator of pluripotency, plays an important role in tumor stemness and immune microenvironment remodeling, yet its systematic function and mechanisms in lung adenocarcinoma (LUAD) remain incompletely elucidated. This study integrated genetic causality inference, single&#x2011;cell and spatial transcriptomics, RNA velocity analysis, and multi&#x2011;algorithm machine learnin	Translational oncology	2026	PMC13158415	False
42098041	Druggable Genome-Wide Mendelian Randomization Identifies Therapeutic Targets and DNA Methylation-Mediated Regulation in Urological Malignancies.	IntroductionUrological cancers, including prostate, renal, and bladder cancers, present significant challenges to human health, particularly for patients in advanced stages due to limited targeted therapy options, high drug resistance, and poor prognosis. This study seeks to systematically identify new therapeutic targets by integrating multi-omics data and elucidating their molecular mechanisms.M	Technology in cancer research &amp; treatment	2026	PMC13167369	True
42103327	Prognostic biomarkers for lung adenocarcinoma based on Mendelian randomization analysis.	BackgroundLung adenocarcinoma is a multifaceted disease with diverse locations and timings of gene mutations, histology, and molecular pathogenesis. Thus, identifying therapeutic target genes for lung adenocarcinoma has become a major challenge.MethodWe downloaded the gene expression profiles of 220 patients with lung adenocarcinoma from the Gene Expression Omnibus database and identified the diff	The Journal of international medical research	2026	PMC13167297	True
42106519	Integrating cell-type-specific gene expression and genome-wide associations identifies risk genes for schizophrenia.	Integrative studies such as transcriptome-wide association studies (TWAS) and Mendelian randomization (MR) have identified multiple risk genes whose expression level is associated with schizophrenia (SCZ). However, the vast majority of integrative studies are based on quantitative trait loci (QTL) data from bulk brain tissues. Given that gene expression and genetic regulatory effects are highly de	Molecular psychiatry	2026		True
42106685	Integrative proteogenomic and observational analysis identifies potential biomarkers for latent autoimmune diabetes in adults.	Latent autoimmune diabetes in adults (LADA) shares core genetic and immunological features with type 1 diabetes (T1D) but is frequently misdiagnosed as type 2 diabetes (T2D). With few biomarkers for its timely diagnosis and management, this study integrated proteome-wide Mendelian randomisation (MR) and observational clinical analysis to identify potential LADA biomarkers. We performed proteome-wi	Cardiovascular diabetology	2026	PMC13330287	False
42112339	WSTF-associated regulation of GLYCTK and metabolic adaptation in colorectal cancer.	Colorectal cancer (CRC) is a leading cause of cancer-related morbidity and mortality worldwide, driven by complex genetic and epigenetic factors. The Williams syndrome transcription factor (WSTF/BAZ1B), an emerging oncogenic factor, has been implicated in chromatin remodeling and genome stability. However, the precise mechanisms in CRC progression, particularly the metabolic reprogramming processe	Frontiers in immunology	2026	PMC13150450	False
42115417	CPNE1 modulates Parkinson's disease risk through peripheral immune cell function: a cross-tissue and single-cell causal inference study.	It has been increasingly recognized that, to a significant extent, the peripheral immune system is playing a role in the etiology of Parkinson&#x2019;s disease (PD). It has been reported recently that there may be multiple types of genetic susceptibility factors influencing the risk of PD through alterations in the functions of particular immune cells; at present, the precise mechanisms involved r	Mammalian genome : official journal of the International Mammalian Genome Society	2026		False
42115443	FES eQTL suppresses the progression of primary aldosteronism by regulating CD3 on TD CD8br immune cells: Mendelian randomization and mediation analysis.	The pathogenesis of primary aldosteronism (PA) remains incompletely understood. Current pharmacological therapies have significant limitations, thus highlighting the importance of recognizing new therapeutic targets for the diagnosis and treatment of PA.&#xa0;This study employed two-sample Mendelian randomization (MR) analysis, colocalization, summary data-based Mendelian randomization (SMR) analy	Mammalian genome : official journal of the International Mammalian Genome Society	2026		False
42116389	Identifying therapeutic target genes for stroke through systematic druggable Mendelian randomization analysis.	Stroke remains a major cause of mortality and disability, highlighting the need for new therapeutic targets. This study aimed to systematically identify druggable genes causally associated with stroke risk using genetic and transcriptomic data. A total of 5883 druggable genes were compiled from the Drug-Gene Interaction Database and previous reviews. We integrated data from a large-scale stroke GW	Medicine	2026	PMC13166711	True
42117609	Single-Cell Transcriptome-Wide Mendelian Randomization and Colocalization Uncover Potential Immunocytes-Related Therapeutic Targets for Obesity.	Weight-loss treatment is crucial for individuals with obesity to prevent various complications. The role of Immune cells in obesity has been recently recognized, whereas its translation into therapy requires identifying key target genes. We performed Mendelian randomization (MR) analysis to assess causal relationships between expression quantitative trait loci (eQTL) of 14 immune cells and obesity	Journal of cellular and molecular medicine	2026	PMC13162345	True
42118257	Integrating immune-cell transcriptomic data with Mendelian randomisation reveals novel causal genes for type 2 diabetes and its complications.	The aim of this study was to facilitate the fine classification of diabetic complications and the prioritisation of drug targets via immune-cell-related gene expression data, distinguishing cell-type-related pleiotropy. We analysed the combined clinical, genetic and immune-related features of diabetic complications, generating distinct clusters. Using 18,611 immune expression quantitative trait lo	Diabetologia	2026		True
42123756	Transcriptomic Profiling Combined with Machine Learning and Mendelian Randomization Identifies Diagnostic Biomarkers and Immune Infiltration Patterns in Diabetic Kidney Disease.	Diabetic kidney disease (DKD) affects approximately 40% of patients with diabetes mellitus and remains a leading cause of end-stage renal disease worldwide. Early diagnosis and identification of therapeutic targets are critical for improving patient outcomes, yet reliable biomarkers are lacking. This study integrated transcriptomic data from the Gene Expression Omnibus (GEO) database (GSE96804, GS	Molecules (Basel, Switzerland)	2026	PMC13165155	False
42128045	Cell-type-specific gene regulation in migraine and its subtypes links genetic risk to brain structure.	Migraine is a highly prevalent and disabling neurological disorder characterized by marked clinical heterogeneity, particularly between migraine with aura (MA) and migraine without aura (MO). Although genome-wide association studies (GWASs) have identified numerous risk loci, the cell-type-specific regulatory mechanisms linking genetic variation to brain structure and migraine susceptibility remai	Progress in neuro-psychopharmacology &amp; biological psychiatry	2026		True
42147232	Multi-omics integration and Mendelian randomization elucidate the PARP16-UPR axis driving chemoresistancein gastric cancer.	Acquired resistance to cisplatin-based chemotherapy is common in patients with gastric cancer (GC) and significantly limits treatment efficacy. The aim of this study was to investigate molecular features associated with GC chemoresistance using an integrative multi-level analytical framework combined with Mendelian randomization (MR), followed by cellular validation of key candidates. Transcriptom	Frontiers in oncology	2026	PMC13175845	True
42147334	Unraveling novel therapeutic targets for diffuse large B-cell lymphoma: a plasma multi-omics study.	Diffuse large B-cell lymphoma (DLBCL), the most common non-Hodgkin lymphoma, exhibits genetic heterogeneity and variable treatment responses. Discovering new therapeutic targets is critical to improve outcomes. Given the lack of plasma protein studies for DLBCL, this study aims to first identify novel therapeutic targets based on plasma multi-omics and genome-wide association studies with further 	Frontiers in pharmacology	2026	PMC13171477	True
42157922	Cathepsin H drives hypoxia-associated inflammatory and angiogenic programs in diabetic retinopathy and represents a potential therapeutic target.	Diabetic retinopathy (DR) arises from intertwined inflammatory, metabolic, and hypoxia-driven angiogenic programs, yet upstream regulators coordinating these processes remain incompletely defined. Here, we used an integrative multi-omics and experimental framework to identify cathepsin H (CTSH) as a candidate causal driver of proliferative DR (PDR). By combining GWAS, eQTL, pQTL, and mQTL datasets	International journal of biological sciences	2026	PMC13182238	False
42163732	Mendelian Randomization Analysis of the Relationship between Neurotransmitter-related Genes and Cancer: Insights from Multi-omics Data.	Epidemiological studies indicate a potential link between mental disorders and cancer; however, the role of neurotransmitter-related genes (NRGs) in carcinogenesis remains unclear. In this study, we employed Mendelian randomization utilizing multi-omics data to investigate the causal effects and mechanisms of NRGs in cancer. We assessed the causal relationships between ten mental disorders and fou	Current topics in medicinal chemistry	2026		True
42163891	From locus to gene: causal inference and experimental validation prioritize PSMA4 as a candidate target in lung adenocarcinoma.	Lung adenocarcinoma (LUAD) remains a leading cause of cancer-related mortality worldwide, and although targeted therapy and immunotherapy have improved clinical outcomes, their long-term efficacy is frequently limited by therapeutic resistance, underscoring the need to identify additional biologically relevant and potentially actionable targets. In this study, we applied summary-data-based Mendeli	American journal of cancer research	2026	PMC13184741	True
42164281	Bidirectional Mendelian Randomization and Single&#x2011;Cell RNA Sequencing Reveal an NK Cell-Mediated Causal Link Between Endometriosis and Endometrial Cancer.	Endometriosis is a chronic estrogen-dependent inflammatory disease that shares epidemiological and pathological features with endometrial cancer. However, the cellular and genetic mechanisms underlying this association remain unclear. To investigate the immunological mechanisms underlying endometriosis and endometrial cancer. Single-cell RNA sequencing was performed on endometrial tissues from pat	International journal of women's health	2026	PMC13185962	True
